publisher_id,subscriber_id,topic,send_time,recv_time,broker_recv_time,broker_send_time,dissemination
broker,sub2,b'News',1738624238610,1738624238613,ViaBroker
broker,sub2,b'Technology',1738624238612,1738624238614,ViaBroker
broker,sub2,b'News',1738624239582,1738624239583,ViaBroker
broker,sub2,b'Technology',1738624239585,1738624239585,ViaBroker
broker,sub2,b'News',1738624239608,1738624239609,ViaBroker
broker,sub2,b'Technology',1738624239609,1738624239610,ViaBroker
broker,sub2,b'News',1738624240583,1738624240584,ViaBroker
broker,sub2,b'Technology',1738624240586,1738624240587,ViaBroker
broker,sub2,b'News',1738624240608,1738624240609,ViaBroker
broker,sub2,b'Technology',1738624240610,1738624240611,ViaBroker
broker,sub2,b'News',1738624241584,1738624241585,ViaBroker
broker,sub2,b'Technology',1738624241586,1738624241587,ViaBroker
broker,sub2,b'News',1738624241610,1738624241611,ViaBroker
broker,sub2,b'Technology',1738624241612,1738624241613,ViaBroker
broker,sub2,b'News',1738624242585,1738624242587,ViaBroker
broker,sub2,b'Technology',1738624242586,1738624242587,ViaBroker
broker,sub2,b'News',1738624242612,1738624242613,ViaBroker
broker,sub2,b'Technology',1738624242614,1738624242615,ViaBroker
broker,sub2,b'News',1738624243586,1738624243587,ViaBroker
broker,sub2,b'Technology',1738624243589,1738624243590,ViaBroker
broker,sub2,b'News',1738624243613,1738624243615,ViaBroker
broker,sub2,b'Technology',1738624243614,1738624243615,ViaBroker
broker,sub2,b'News',1738624244587,1738624244588,ViaBroker
broker,sub2,b'Technology',1738624244589,1738624244590,ViaBroker
broker,sub2,b'News',1738624244614,1738624244615,ViaBroker
broker,sub2,b'Technology',1738624244617,1738624244619,ViaBroker
broker,sub2,b'News',1738624245587,1738624245588,ViaBroker
broker,sub2,b'Technology',1738624245588,1738624245589,ViaBroker
broker,sub2,b'News',1738624245615,1738624245617,ViaBroker
broker,sub2,b'Technology',1738624245616,1738624245617,ViaBroker
broker,sub2,b'News',1738624246589,1738624246590,ViaBroker
broker,sub2,b'News',1738624238610,1738624238613,ViaBroker
broker,sub2,b'Technology',1738624238612,1738624238614,ViaBroker
broker,sub2,b'News',1738624239582,1738624239583,ViaBroker
broker,sub2,b'Technology',1738624239585,1738624239585,ViaBroker
broker,sub2,b'News',1738624239608,1738624239609,ViaBroker
broker,sub2,b'Technology',1738624239609,1738624239610,ViaBroker
broker,sub2,b'News',1738624240583,1738624240584,ViaBroker
broker,sub2,b'Technology',1738624240586,1738624240587,ViaBroker
broker,sub2,b'News',1738624240608,1738624240609,ViaBroker
broker,sub2,b'Technology',1738624240610,1738624240611,ViaBroker
broker,sub2,b'News',1738624241584,1738624241585,ViaBroker
broker,sub2,b'Technology',1738624241586,1738624241587,ViaBroker
broker,sub2,b'News',1738624241610,1738624241611,ViaBroker
broker,sub2,b'Technology',1738624241612,1738624241613,ViaBroker
broker,sub2,b'News',1738624242585,1738624242587,ViaBroker
broker,sub2,b'Technology',1738624242586,1738624242587,ViaBroker
broker,sub2,b'News',1738624242612,1738624242613,ViaBroker
broker,sub2,b'Technology',1738624242614,1738624242615,ViaBroker
broker,sub2,b'News',1738624243586,1738624243587,ViaBroker
broker,sub2,b'Technology',1738624243589,1738624243590,ViaBroker
broker,sub2,b'News',1738624243613,1738624243615,ViaBroker
broker,sub2,b'Technology',1738624243614,1738624243615,ViaBroker
broker,sub2,b'News',1738624244587,1738624244588,ViaBroker
broker,sub2,b'Technology',1738624244589,1738624244590,ViaBroker
broker,sub2,b'News',1738624244614,1738624244615,ViaBroker
broker,sub2,b'Technology',1738624244617,1738624244619,ViaBroker
broker,sub2,b'News',1738624245587,1738624245588,ViaBroker
broker,sub2,b'Technology',1738624245588,1738624245589,ViaBroker
broker,sub2,b'News',1738624245615,1738624245617,ViaBroker
broker,sub2,b'Technology',1738624245616,1738624245617,ViaBroker
broker,sub2,b'News',1738624246589,1738624246590,ViaBroker
broker,sub2,b'Technology',1738624246592,1738624246595,ViaBroker
broker,sub2,b'News',1738624246616,1738624246617,ViaBroker
broker,sub2,b'Technology',1738624246617,1738624246618,ViaBroker
broker,sub2,b'News',1738624247589,1738624247590,ViaBroker
broker,sub2,b'Technology',1738624247591,1738624247591,ViaBroker
broker,sub2,b'News',1738624247617,1738624247619,ViaBroker
broker,sub2,b'Technology',1738624247618,1738624247619,ViaBroker
broker,sub2,b'News',1738624248590,1738624248592,ViaBroker
broker,sub2,b'Technology',1738624248591,1738624248592,ViaBroker
broker,sub2,b'News',1738624248619,1738624248621,ViaBroker
broker,sub2,b'Technology',1738624248621,1738624248622,ViaBroker
broker,sub2,b'News',1738624249590,1738624249591,ViaBroker
broker,sub2,b'Technology',1738624249591,1738624249592,ViaBroker
broker,sub2,b'News',1738624249620,1738624249621,ViaBroker
broker,sub2,b'Technology',1738624249621,1738624249622,ViaBroker
broker,sub2,b'News',1738624250595,1738624250595,ViaBroker
broker,sub2,b'Technology',1738624250595,1738624250597,ViaBroker
broker,sub2,b'News',1738624250621,1738624250621,ViaBroker
broker,sub2,b'Technology',1738624250621,1738624250622,ViaBroker
broker,sub2,b'News',1738624251593,1738624251595,ViaBroker
broker,sub2,b'Technology',1738624251596,1738624251597,ViaBroker
broker,sub2,b'News',1738624251622,1738624251622,ViaBroker
broker,sub2,b'Technology',1738624251622,1738624251624,ViaBroker
broker,sub2,b'News',1738624252594,1738624252596,ViaBroker
broker,sub2,b'Technology',1738624252595,1738624252597,ViaBroker
broker,sub2,b'News',1738624252626,1738624252627,ViaBroker
broker,sub2,b'Technology',1738624252627,1738624252629,ViaBroker
broker,sub2,b'News',1738624253595,1738624253596,ViaBroker
broker,sub2,b'Technology',1738624253596,1738624253598,ViaBroker
broker,sub2,b'News',1738624253625,1738624253626,ViaBroker
broker,sub2,b'Technology',1738624253626,1738624253627,ViaBroker
broker,sub2,b'News',1738624254597,1738624254599,ViaBroker
broker,sub2,b'Technology',1738624254599,1738624254600,ViaBroker
broker,sub2,b'News',1738624254627,1738624254629,ViaBroker
broker,sub2,b'Technology',1738624254628,1738624254630,ViaBroker
broker,sub2,b'News',1738624255598,1738624255599,ViaBroker
broker,sub2,b'Technology',1738624255599,1738624255601,ViaBroker
broker,sub2,b'News',1738624255628,1738624255629,ViaBroker
broker,sub2,b'Technology',1738624255629,1738624255630,ViaBroker
broker,sub2,b'News',1738624256600,1738624256601,ViaBroker
broker,sub2,b'Technology',1738624256602,1738624256602,ViaBroker
broker,sub2,b'News',1738624256629,1738624256630,ViaBroker
broker,sub2,b'Technology',1738624256631,1738624256632,ViaBroker
broker,sub2,b'News',1738624257601,1738624257603,ViaBroker
broker,sub2,b'Technology',1738624257602,1738624257603,ViaBroker
broker,sub2,b'News',1738624257630,1738624257633,ViaBroker
broker,sub2,b'Technology',1738624257631,1738624257634,ViaBroker
broker,sub2,b'News',1738624258603,1738624258606,ViaBroker
broker,sub2,b'Technology',1738624258604,1738624258606,ViaBroker
broker,sub2,b'News',1738624258631,1738624258632,ViaBroker
broker,sub2,b'Technology',1738624258633,1738624258634,ViaBroker
broker,sub2,b'News',1738624259603,1738624259605,ViaBroker
broker,sub2,b'Technology',1738624259604,1738624259606,ViaBroker
broker,sub2,b'News',1738624259632,1738624259633,ViaBroker
broker,sub2,b'Technology',1738624259634,1738624259635,ViaBroker
broker,sub2,b'News',1738624260604,1738624260606,ViaBroker
broker,sub2,b'Technology',1738624260605,1738624260607,ViaBroker
broker,sub2,b'News',1738624260634,1738624260635,ViaBroker
broker,sub2,b'Technology',1738624260635,1738624260636,ViaBroker
broker,sub2,b'News',1738624261606,1738624261608,ViaBroker
broker,sub2,b'News',1738624238610,1738624238613,ViaBroker
broker,sub2,b'Technology',1738624238612,1738624238614,ViaBroker
broker,sub2,b'News',1738624239582,1738624239583,ViaBroker
broker,sub2,b'Technology',1738624239585,1738624239585,ViaBroker
broker,sub2,b'News',1738624239608,1738624239609,ViaBroker
broker,sub2,b'Technology',1738624239609,1738624239610,ViaBroker
